"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 20 15:14:20 IST 2024","Thu Jun 20 15:14:25 IST 2024","5288","Test Suite","Sample Test","tests.SampleTest","tests.SampleTest","testGoolgeSearch","testGoolgeSearch","Test Case to open Google and Verify the title."
